,chr,start,end,U2OS_BONE,AA_x,AT_x,AG_x,AC_x,TA_x,TT_x,TG_x,TC_x,GA_x,GT_x,GG_x,GC_x,CA_x,CT_x,CG_x,CC_x,AA_y,AT_y,AG_y,AC_y,TA_y,TT_y,TG_y,TC_y,GA_y,GT_y,GG_y,GC_y,CA_y,CT_y,CG_y,CC_y
15334,8,623372,623710,0.885,3.0,5.0,6.0,11.0,5.0,17.0,18.0,55.0,2.0,30.0,20.0,19.0,15.0,43.0,28.0,60.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,3.0
15335,8,6263582,6264293,0.005,27.0,18.0,52.0,19.0,14.0,10.0,31.0,52.0,37.0,38.0,88.0,76.0,38.0,41.0,69.0,100.0,4.0,4.0,3.0,1.0,0.0,1.0,3.0,8.0,5.0,6.0,5.0,9.0,14.0,8.0,12.0,15.0
15336,8,62626556,62627511,0.006,17.0,11.0,47.0,39.0,13.0,21.0,62.0,42.0,51.0,31.0,117.0,144.0,33.0,75.0,118.0,133.0,0.0,2.0,13.0,12.0,4.0,5.0,13.0,7.0,11.0,5.0,16.0,39.0,11.0,22.0,88.0,48.0
15337,8,637393,638251,0.937,43.0,9.0,88.0,37.0,9.0,12.0,27.0,25.0,66.0,26.0,130.0,115.0,59.0,26.0,93.0,92.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,3.0,3.0,12.0,6.0,3.0,1.0,13.0,8.0
15338,8,63951122,63952104,0.005,31.0,18.0,56.0,52.0,18.0,23.0,57.0,52.0,48.0,45.0,125.0,124.0,60.0,64.0,105.0,103.0,4.0,1.0,8.0,7.0,6.0,4.0,2.0,6.0,10.0,5.0,41.0,29.0,10.0,11.0,23.0,43.0
15339,8,63998227,63998737,0.008,9.0,6.0,30.0,19.0,6.0,6.0,22.0,21.0,19.0,18.0,71.0,86.0,30.0,25.0,72.0,69.0,0.0,1.0,2.0,2.0,2.0,0.0,5.0,3.0,3.0,3.0,35.0,17.0,3.0,14.0,25.0,27.0
15340,8,651163,651453,0.878,1.0,3.0,8.0,34.0,12.0,1.0,17.0,7.0,16.0,13.0,39.0,27.0,17.0,20.0,32.0,42.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,6.0,2.0,0.0,13.0,3.0
15341,8,65286067,65286659,-1.0,15.0,17.0,38.0,21.0,9.0,46.0,45.0,31.0,42.0,34.0,80.0,59.0,25.0,34.0,53.0,42.0,1.0,2.0,9.0,1.0,1.0,12.0,2.0,6.0,10.0,3.0,11.0,6.0,10.0,2.0,20.0,7.0
15342,8,65290108,65290946,0.045,19.0,14.0,45.0,30.0,8.0,36.0,50.0,83.0,44.0,38.0,80.0,80.0,37.0,89.0,68.0,116.0,2.0,1.0,3.0,5.0,1.0,6.0,5.0,10.0,9.0,11.0,18.0,11.0,15.0,19.0,16.0,28.0
15343,8,65488536,65489116,0.734,25.0,15.0,42.0,25.0,9.0,18.0,38.0,43.0,38.0,28.0,61.0,53.0,35.0,47.0,40.0,62.0,5.0,1.0,5.0,1.0,0.0,3.0,10.0,3.0,3.0,4.0,11.0,10.0,6.0,26.0,25.0,20.0
15344,8,65491083,65491319,0.764,10.0,4.0,21.0,12.0,8.0,7.0,10.0,16.0,16.0,17.0,28.0,15.0,13.0,13.0,18.0,27.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,0.0,3.0,2.0,0.0,2.0,1.0,16.0,3.0
15345,8,65710990,65711722,-1.0,30.0,10.0,54.0,28.0,11.0,28.0,39.0,37.0,45.0,27.0,85.0,90.0,36.0,50.0,70.0,91.0,2.0,2.0,7.0,3.0,1.0,3.0,9.0,6.0,15.0,5.0,11.0,19.0,13.0,5.0,35.0,19.0
15346,8,66546058,66546400,0.01,9.0,6.0,28.0,21.0,9.0,9.0,13.0,16.0,22.0,9.0,39.0,41.0,24.0,23.0,32.0,40.0,1.0,0.0,5.0,3.0,2.0,10.0,2.0,3.0,11.0,2.0,6.0,3.0,4.0,8.0,9.0,11.0
15347,8,66556764,66557513,0.003,22.0,11.0,55.0,29.0,6.0,21.0,53.0,36.0,57.0,26.0,96.0,95.0,32.0,58.0,71.0,80.0,6.0,3.0,8.0,11.0,3.0,6.0,8.0,6.0,6.0,2.0,19.0,21.0,14.0,20.0,44.0,40.0
15348,8,67025345,67025599,0.01,4.0,5.0,15.0,16.0,5.0,14.0,15.0,19.0,13.0,13.0,32.0,26.0,18.0,21.0,23.0,14.0,2.0,5.0,1.0,2.0,1.0,6.0,4.0,1.0,3.0,4.0,9.0,5.0,8.0,7.0,9.0,2.0
15349,8,67089249,67089962,-1.0,24.0,9.0,65.0,20.0,7.0,17.0,44.0,32.0,53.0,21.0,106.0,105.0,34.0,53.0,71.0,51.0,4.0,0.0,8.0,20.0,0.0,6.0,6.0,2.0,16.0,7.0,49.0,22.0,11.0,47.0,23.0,22.0
15350,8,67344497,67344989,0.23,14.0,9.0,38.0,20.0,9.0,18.0,31.0,17.0,34.0,21.0,70.0,64.0,24.0,27.0,51.0,44.0,1.0,2.0,19.0,4.0,6.0,1.0,8.0,4.0,8.0,18.0,22.0,21.0,10.0,12.0,39.0,10.0
15351,8,67417588,67417876,0.983,3.0,1.0,22.0,18.0,2.0,5.0,14.0,12.0,14.0,13.0,26.0,37.0,25.0,14.0,29.0,52.0,1.0,0.0,5.0,3.0,0.0,1.0,2.0,2.0,0.0,3.0,5.0,10.0,6.0,2.0,21.0,17.0
15352,8,67454545,67454991,0.969,21.0,12.0,25.0,21.0,10.0,26.0,22.0,28.0,11.0,23.0,42.0,51.0,37.0,25.0,39.0,52.0,4.0,6.0,4.0,4.0,4.0,20.0,2.0,3.0,1.0,11.0,5.0,13.0,6.0,16.0,29.0,18.0
15353,8,67578694,67579509,0.005,34.0,17.0,53.0,49.0,19.0,35.0,35.0,67.0,40.0,41.0,58.0,76.0,60.0,63.0,70.0,97.0,15.0,9.0,17.0,6.0,5.0,4.0,16.0,15.0,4.0,5.0,13.0,25.0,26.0,19.0,37.0,25.0
15354,8,67624608,67625424,0.007,22.0,5.0,57.0,30.0,6.0,20.0,39.0,41.0,55.0,34.0,123.0,104.0,31.0,47.0,98.0,103.0,5.0,5.0,9.0,5.0,2.0,5.0,2.0,23.0,13.0,9.0,21.0,9.0,20.0,14.0,29.0,33.0
15355,8,67687305,67687787,0.001,6.0,8.0,31.0,11.0,2.0,12.0,37.0,14.0,27.0,25.0,89.0,72.0,21.0,20.0,57.0,49.0,2.0,2.0,2.0,3.0,0.0,12.0,5.0,3.0,11.0,11.0,26.0,22.0,11.0,13.0,25.0,8.0
15356,8,67837480,67837954,0.007,13.0,7.0,29.0,25.0,10.0,14.0,21.0,24.0,29.0,13.0,65.0,60.0,22.0,35.0,53.0,53.0,4.0,2.0,6.0,7.0,3.0,3.0,2.0,5.0,12.0,4.0,9.0,12.0,4.0,12.0,24.0,12.0
15357,8,681066,681731,0.081,13.0,12.0,44.0,38.0,10.0,7.0,41.0,29.0,45.0,30.0,92.0,74.0,39.0,38.0,65.0,87.0,1.0,0.0,1.0,2.0,0.0,0.0,4.0,1.0,5.0,1.0,7.0,10.0,2.0,4.0,5.0,10.0
15358,8,67940691,67940997,0.009,5.0,6.0,18.0,16.0,7.0,10.0,15.0,24.0,16.0,18.0,32.0,33.0,17.0,22.0,35.0,31.0,1.0,1.0,2.0,1.0,6.0,2.0,3.0,1.0,5.0,1.0,9.0,8.0,11.0,6.0,11.0,10.0
15359,8,68864584,68864946,0.014,5.0,5.0,25.0,18.0,1.0,4.0,23.0,15.0,28.0,20.0,50.0,53.0,19.0,14.0,54.0,27.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,3.0,3.0,7.0,9.0,14.0,5.0,3.0,23.0,4.0
15360,8,69242920,69243803,0.269,29.0,13.0,64.0,44.0,11.0,25.0,43.0,53.0,53.0,40.0,97.0,103.0,57.0,54.0,90.0,106.0,12.0,1.0,11.0,4.0,2.0,1.0,3.0,17.0,14.0,4.0,13.0,27.0,31.0,14.0,38.0,41.0
15361,8,6949349,6950039,0.038,12.0,4.0,71.0,24.0,5.0,10.0,31.0,22.0,60.0,24.0,108.0,98.0,34.0,30.0,81.0,75.0,0.0,0.0,9.0,3.0,0.0,3.0,3.0,1.0,14.0,2.0,15.0,12.0,5.0,3.0,11.0,21.0
15362,8,70946890,70947299,0.868,23.0,11.0,25.0,11.0,7.0,19.0,23.0,28.0,24.0,22.0,52.0,40.0,16.0,25.0,39.0,43.0,4.0,1.0,3.0,1.0,0.0,8.0,6.0,5.0,4.0,1.0,12.0,5.0,1.0,7.0,17.0,5.0
15363,8,71581050,71581650,0.004,10.0,13.0,45.0,28.0,16.0,14.0,36.0,24.0,38.0,35.0,94.0,73.0,32.0,28.0,66.0,47.0,1.0,1.0,4.0,4.0,8.0,2.0,6.0,4.0,6.0,1.0,9.0,15.0,4.0,4.0,11.0,18.0
15364,8,72459564,72460523,0.054,35.0,9.0,49.0,45.0,12.0,37.0,40.0,59.0,37.0,30.0,129.0,120.0,54.0,72.0,99.0,131.0,8.0,0.0,2.0,8.0,3.0,4.0,2.0,8.0,6.0,3.0,24.0,23.0,5.0,12.0,34.0,41.0
15365,8,72753874,72754755,0.903,40.0,14.0,78.0,38.0,19.0,27.0,61.0,41.0,71.0,52.0,101.0,89.0,40.0,55.0,74.0,80.0,4.0,3.0,13.0,12.0,4.0,6.0,23.0,7.0,25.0,18.0,28.0,21.0,7.0,17.0,57.0,21.0
15366,8,72755783,72756667,0.922,20.0,10.0,57.0,35.0,13.0,27.0,54.0,58.0,45.0,36.0,85.0,117.0,44.0,79.0,88.0,115.0,5.0,1.0,3.0,6.0,3.0,9.0,13.0,12.0,17.0,11.0,17.0,20.0,9.0,21.0,64.0,19.0
15367,8,72917305,72917641,0.869,8.0,3.0,27.0,14.0,1.0,8.0,20.0,29.0,22.0,21.0,39.0,32.0,21.0,26.0,29.0,35.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,15.0,12.0,7.0,13.0,13.0,3.0,19.0,6.0
15368,8,735901,736172,0.408,13.0,8.0,23.0,12.0,4.0,7.0,20.0,11.0,22.0,12.0,25.0,28.0,17.0,15.0,20.0,33.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,2.0,0.0,2.0,0.0,3.0,3.0
15369,8,73920858,73921552,0.003,25.0,17.0,62.0,26.0,10.0,18.0,39.0,34.0,61.0,27.0,85.0,80.0,34.0,39.0,68.0,68.0,11.0,3.0,7.0,4.0,6.0,4.0,5.0,5.0,10.0,8.0,13.0,19.0,7.0,9.0,20.0,24.0
15370,8,74005021,74005856,0.678,20.0,9.0,49.0,38.0,9.0,12.0,37.0,39.0,31.0,27.0,115.0,122.0,56.0,49.0,95.0,126.0,1.0,1.0,1.0,4.0,2.0,3.0,6.0,5.0,9.0,2.0,18.0,11.0,5.0,7.0,23.0,22.0
15371,8,74197853,74198211,0.97,0.0,5.0,29.0,12.0,3.0,8.0,23.0,13.0,12.0,15.0,51.0,57.0,31.0,19.0,33.0,46.0,0.0,1.0,2.0,3.0,3.0,2.0,5.0,1.0,11.0,3.0,13.0,15.0,8.0,7.0,11.0,14.0
15372,8,74361049,74361409,0.938,7.0,3.0,33.0,12.0,4.0,7.0,22.0,12.0,24.0,17.0,63.0,48.0,20.0,18.0,35.0,34.0,1.0,0.0,5.0,1.0,0.0,1.0,2.0,2.0,4.0,1.0,16.0,11.0,18.0,5.0,28.0,13.0
15373,8,74884234,74884602,0.003,8.0,7.0,25.0,17.0,12.0,14.0,11.0,30.0,17.0,20.0,26.0,35.0,20.0,26.0,37.0,62.0,2.0,1.0,9.0,7.0,1.0,0.0,5.0,6.0,3.0,1.0,13.0,22.0,10.0,11.0,12.0,25.0
15374,8,74888375,74888925,0.002,6.0,3.0,41.0,9.0,4.0,10.0,34.0,42.0,24.0,41.0,81.0,73.0,25.0,36.0,64.0,56.0,1.0,0.0,15.0,5.0,1.0,0.0,4.0,8.0,6.0,20.0,10.0,16.0,18.0,8.0,21.0,11.0
15375,8,75227341,75227934,0.72,22.0,17.0,36.0,26.0,10.0,22.0,45.0,36.0,31.0,32.0,48.0,79.0,38.0,42.0,62.0,46.0,8.0,1.0,2.0,4.0,2.0,8.0,8.0,8.0,7.0,5.0,12.0,28.0,8.0,12.0,26.0,15.0
15376,8,75262521,75263044,0.008,23.0,14.0,42.0,20.0,8.0,14.0,24.0,31.0,37.0,18.0,67.0,58.0,31.0,31.0,48.0,56.0,11.0,4.0,4.0,6.0,1.0,5.0,8.0,5.0,9.0,3.0,20.0,8.0,13.0,15.0,18.0,23.0
15377,8,75896528,75897116,0.001,19.0,6.0,42.0,19.0,8.0,20.0,34.0,38.0,30.0,24.0,67.0,81.0,29.0,50.0,60.0,60.0,1.0,1.0,2.0,2.0,5.0,7.0,3.0,13.0,4.0,3.0,9.0,14.0,5.0,17.0,23.0,8.0
15378,8,76319450,76320196,0.013,40.0,19.0,46.0,31.0,14.0,32.0,42.0,39.0,46.0,28.0,91.0,82.0,36.0,48.0,69.0,82.0,9.0,2.0,5.0,10.0,4.0,2.0,5.0,3.0,7.0,3.0,61.0,26.0,7.0,11.0,29.0,17.0
15379,8,77594255,77594860,0.008,12.0,8.0,31.0,23.0,10.0,31.0,31.0,40.0,29.0,23.0,87.0,68.0,23.0,50.0,59.0,79.0,1.0,2.0,4.0,8.0,4.0,7.0,7.0,14.0,5.0,4.0,35.0,33.0,7.0,19.0,27.0,27.0
15380,8,77912132,77913057,0.003,58.0,14.0,71.0,44.0,16.0,35.0,52.0,51.0,67.0,35.0,110.0,98.0,46.0,70.0,78.0,79.0,16.0,5.0,13.0,12.0,5.0,10.0,10.0,20.0,31.0,13.0,58.0,27.0,11.0,28.0,39.0,34.0
15381,8,79428433,79428754,0.012,3.0,5.0,16.0,8.0,2.0,6.0,23.0,13.0,18.0,14.0,55.0,52.0,9.0,19.0,46.0,31.0,0.0,1.0,4.0,5.0,0.0,1.0,6.0,4.0,8.0,3.0,8.0,12.0,3.0,5.0,15.0,15.0
15382,8,79578112,79578667,0.019,18.0,10.0,47.0,24.0,7.0,9.0,35.0,20.0,50.0,19.0,78.0,65.0,24.0,33.0,53.0,62.0,11.0,10.0,10.0,10.0,6.0,11.0,5.0,5.0,39.0,6.0,26.0,22.0,16.0,2.0,21.0,20.0
15383,8,79716681,79717403,0.003,18.0,15.0,60.0,29.0,15.0,32.0,49.0,40.0,40.0,33.0,80.0,89.0,49.0,56.0,54.0,62.0,2.0,7.0,21.0,5.0,2.0,4.0,19.0,3.0,6.0,8.0,28.0,36.0,18.0,28.0,29.0,23.0
15384,8,80695830,80696458,0.0,18.0,14.0,41.0,26.0,16.0,20.0,28.0,42.0,31.0,25.0,67.0,73.0,34.0,47.0,61.0,84.0,5.0,0.0,4.0,6.0,9.0,22.0,5.0,16.0,7.0,9.0,24.0,27.0,10.0,30.0,42.0,17.0
15385,8,80803688,80804324,0.772,10.0,7.0,27.0,18.0,3.0,20.0,33.0,42.0,26.0,18.0,78.0,87.0,23.0,53.0,72.0,118.0,5.0,2.0,5.0,0.0,1.0,4.0,4.0,7.0,4.0,11.0,18.0,25.0,3.0,8.0,53.0,54.0
15386,8,80942117,80942593,0.0,23.0,7.0,27.0,33.0,10.0,16.0,17.0,35.0,28.0,11.0,34.0,49.0,29.0,44.0,45.0,67.0,14.0,1.0,7.0,9.0,15.0,3.0,4.0,8.0,12.0,7.0,1.0,14.0,22.0,14.0,16.0,42.0
15387,8,81083320,81084057,0.002,14.0,12.0,44.0,33.0,2.0,11.0,27.0,52.0,38.0,18.0,62.0,103.0,49.0,51.0,89.0,131.0,5.0,1.0,4.0,19.0,4.0,2.0,7.0,18.0,12.0,3.0,15.0,44.0,28.0,20.0,66.0,50.0
15388,8,81490260,81490576,0.092,3.0,2.0,14.0,7.0,2.0,4.0,15.0,23.0,14.0,9.0,52.0,40.0,7.0,29.0,35.0,59.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,8.0,2.0,6.0,14.0,9.0,11.0,5.0,14.0,20.0
15389,8,81785425,81786038,0.009,19.0,3.0,19.0,38.0,1.0,12.0,14.0,57.0,20.0,21.0,53.0,67.0,39.0,48.0,76.0,125.0,0.0,0.0,0.0,4.0,0.0,6.0,1.0,7.0,1.0,4.0,9.0,7.0,6.0,9.0,23.0,34.0
15390,8,82023855,82024483,0.033,12.0,8.0,48.0,26.0,3.0,4.0,28.0,22.0,35.0,13.0,97.0,112.0,44.0,32.0,85.0,58.0,0.0,3.0,10.0,5.0,1.0,0.0,9.0,5.0,8.0,3.0,29.0,36.0,17.0,12.0,46.0,41.0
15391,8,8243559,8243984,0.005,18.0,6.0,21.0,13.0,3.0,12.0,18.0,32.0,17.0,17.0,43.0,57.0,20.0,30.0,53.0,64.0,0.0,1.0,2.0,2.0,1.0,4.0,0.0,2.0,1.0,0.0,4.0,4.0,2.0,4.0,12.0,20.0
15392,8,82542798,82543475,0.223,30.0,15.0,52.0,30.0,15.0,20.0,43.0,38.0,39.0,29.0,76.0,74.0,43.0,52.0,48.0,72.0,11.0,1.0,7.0,4.0,3.0,4.0,11.0,11.0,10.0,7.0,16.0,30.0,15.0,27.0,21.0,16.0
15393,8,82598267,82598684,0.006,19.0,4.0,27.0,21.0,9.0,10.0,22.0,24.0,25.0,18.0,47.0,46.0,18.0,33.0,41.0,52.0,2.0,0.0,2.0,2.0,0.0,7.0,12.0,3.0,11.0,4.0,9.0,30.0,7.0,21.0,8.0,18.0
15394,8,82754054,82754476,0.002,11.0,4.0,25.0,26.0,6.0,12.0,19.0,32.0,25.0,19.0,35.0,43.0,24.0,34.0,44.0,62.0,1.0,4.0,1.0,0.0,0.0,0.0,9.0,4.0,3.0,5.0,4.0,5.0,10.0,8.0,28.0,7.0
15395,8,850103,850405,0.404,0.0,3.0,4.0,13.0,0.0,10.0,18.0,34.0,7.0,19.0,50.0,31.0,13.0,30.0,36.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,2.0,1.0,7.0,3.0
15396,8,85096759,85097247,0.799,14.0,10.0,39.0,18.0,9.0,12.0,22.0,29.0,30.0,21.0,66.0,58.0,28.0,29.0,49.0,53.0,6.0,2.0,12.0,3.0,6.0,7.0,1.0,12.0,15.0,7.0,15.0,25.0,6.0,12.0,34.0,16.0
15397,8,8580551,8581214,0.746,27.0,8.0,52.0,37.0,9.0,9.0,37.0,29.0,52.0,23.0,74.0,74.0,36.0,44.0,61.0,90.0,12.0,1.0,8.0,6.0,3.0,1.0,4.0,6.0,18.0,3.0,24.0,14.0,12.0,18.0,42.0,23.0
15398,8,86019305,86019864,0.007,29.0,9.0,40.0,25.0,8.0,22.0,34.0,27.0,34.0,30.0,57.0,62.0,32.0,30.0,53.0,66.0,9.0,2.0,13.0,4.0,5.0,4.0,11.0,1.0,4.0,16.0,18.0,22.0,14.0,19.0,19.0,31.0
15399,8,86132421,86133003,0.009,33.0,14.0,54.0,34.0,21.0,28.0,23.0,35.0,37.0,33.0,33.0,48.0,44.0,32.0,42.0,70.0,15.0,1.0,9.0,2.0,5.0,8.0,9.0,14.0,10.0,10.0,5.0,13.0,14.0,16.0,12.0,10.0
15400,8,86157835,86158168,0.008,2.0,4.0,19.0,14.0,3.0,14.0,10.0,29.0,17.0,10.0,37.0,40.0,17.0,28.0,39.0,49.0,0.0,1.0,2.0,7.0,1.0,5.0,2.0,3.0,6.0,3.0,19.0,26.0,12.0,16.0,27.0,21.0
15401,8,86350765,86351196,0.951,19.0,9.0,40.0,23.0,9.0,13.0,20.0,19.0,32.0,16.0,45.0,44.0,31.0,23.0,33.0,54.0,5.0,1.0,5.0,4.0,11.0,6.0,6.0,8.0,7.0,4.0,15.0,15.0,15.0,7.0,33.0,34.0
15402,8,87354544,87355446,0.003,15.0,11.0,54.0,20.0,12.0,27.0,56.0,41.0,50.0,44.0,157.0,127.0,23.0,54.0,112.0,98.0,2.0,0.0,3.0,5.0,5.0,5.0,12.0,5.0,8.0,5.0,31.0,22.0,5.0,14.0,28.0,20.0
15403,8,87520573,87521116,0.004,21.0,10.0,42.0,30.0,11.0,23.0,21.0,28.0,35.0,17.0,67.0,57.0,36.0,33.0,47.0,64.0,4.0,3.0,5.0,3.0,2.0,3.0,10.0,16.0,14.0,7.0,114.0,18.0,7.0,17.0,23.0,32.0
15404,8,87526560,87527272,0.006,16.0,11.0,47.0,23.0,7.0,10.0,42.0,47.0,37.0,30.0,96.0,87.0,37.0,55.0,66.0,100.0,2.0,1.0,16.0,10.0,4.0,3.0,20.0,16.0,11.0,15.0,24.0,33.0,8.0,31.0,38.0,47.0
15405,8,8860200,8860742,0.006,15.0,4.0,34.0,23.0,7.0,16.0,35.0,33.0,31.0,30.0,49.0,70.0,23.0,41.0,63.0,67.0,6.0,1.0,14.0,3.0,1.0,2.0,9.0,7.0,8.0,9.0,12.0,16.0,6.0,13.0,24.0,25.0
15406,8,89339965,89340481,0.005,15.0,13.0,32.0,46.0,10.0,13.0,22.0,26.0,27.0,13.0,56.0,58.0,54.0,32.0,45.0,53.0,4.0,2.0,6.0,12.0,2.0,6.0,8.0,10.0,7.0,0.0,22.0,12.0,23.0,12.0,13.0,28.0
15407,8,90769535,90770457,0.003,45.0,12.0,66.0,36.0,11.0,23.0,49.0,44.0,59.0,31.0,122.0,116.0,44.0,61.0,92.0,110.0,8.0,2.0,16.0,11.0,3.0,5.0,10.0,10.0,6.0,11.0,26.0,34.0,10.0,21.0,29.0,35.0
15408,8,90996372,90996957,0.0,13.0,13.0,33.0,27.0,13.0,15.0,30.0,26.0,28.0,17.0,78.0,83.0,32.0,39.0,66.0,71.0,1.0,4.0,5.0,5.0,5.0,2.0,5.0,2.0,4.0,3.0,17.0,26.0,8.0,21.0,38.0,40.0
15409,8,91803656,91804141,0.474,7.0,11.0,41.0,15.0,6.0,11.0,23.0,27.0,40.0,17.0,63.0,61.0,21.0,28.0,55.0,58.0,1.0,2.0,7.0,2.0,1.0,0.0,5.0,4.0,23.0,6.0,19.0,16.0,4.0,9.0,23.0,16.0
15410,8,92082236,92082985,0.007,35.0,19.0,55.0,23.0,24.0,37.0,47.0,49.0,40.0,40.0,73.0,78.0,33.0,61.0,57.0,77.0,8.0,0.0,14.0,12.0,7.0,5.0,9.0,11.0,6.0,11.0,8.0,24.0,7.0,19.0,16.0,18.0
15411,8,93977793,93978469,0.005,33.0,11.0,43.0,41.0,10.0,21.0,25.0,49.0,32.0,28.0,73.0,63.0,53.0,45.0,56.0,92.0,2.0,1.0,2.0,9.0,1.0,3.0,8.0,3.0,3.0,4.0,6.0,3.0,6.0,6.0,10.0,18.0
15412,8,9413381,9414093,0.015,18.0,17.0,45.0,36.0,11.0,16.0,34.0,50.0,31.0,33.0,84.0,74.0,56.0,45.0,60.0,101.0,4.0,2.0,5.0,6.0,3.0,3.0,3.0,11.0,4.0,5.0,16.0,37.0,24.0,7.0,28.0,41.0
15413,8,94712366,94713345,0.009,18.0,13.0,67.0,36.0,15.0,29.0,55.0,45.0,48.0,38.0,127.0,135.0,53.0,64.0,100.0,135.0,2.0,2.0,4.0,9.0,2.0,1.0,5.0,20.0,5.0,7.0,27.0,27.0,6.0,6.0,24.0,30.0
15414,8,94752975,94753499,0.005,21.0,11.0,38.0,34.0,11.0,21.0,24.0,30.0,33.0,17.0,44.0,55.0,39.0,37.0,44.0,64.0,2.0,6.0,3.0,6.0,1.0,6.0,2.0,10.0,4.0,0.0,6.0,7.0,10.0,11.0,4.0,12.0
15415,8,94767000,94767214,0.005,7.0,5.0,13.0,10.0,5.0,8.0,16.0,9.0,10.0,14.0,31.0,24.0,13.0,11.0,20.0,17.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,7.0,6.0,2.0,2.0,0.0,2.0,2.0
15416,8,95274410,95274655,0.0,4.0,4.0,9.0,7.0,5.0,8.0,11.0,14.0,7.0,13.0,32.0,37.0,8.0,13.0,38.0,34.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,4.0,6.0,5.0,3.0,7.0,5.0
15417,8,95486930,95487374,0.0,26.0,5.0,27.0,26.0,6.0,9.0,16.0,29.0,17.0,9.0,26.0,55.0,35.0,37.0,39.0,81.0,3.0,0.0,2.0,2.0,5.0,2.0,1.0,4.0,4.0,0.0,3.0,6.0,4.0,20.0,7.0,13.0
15418,8,95565657,95566011,0.002,11.0,4.0,32.0,19.0,6.0,16.0,13.0,18.0,29.0,16.0,51.0,33.0,20.0,17.0,34.0,34.0,2.0,0.0,3.0,1.0,2.0,0.0,1.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0,5.0,8.0
15419,8,95651206,95651760,0.741,12.0,6.0,39.0,32.0,9.0,14.0,27.0,32.0,37.0,21.0,67.0,58.0,31.0,41.0,51.0,76.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,4.0,6.0,2.0,5.0,21.0,5.0,15.0,26.0,19.0
15420,8,95652455,95652873,0.81,6.0,4.0,19.0,10.0,3.0,27.0,30.0,34.0,14.0,22.0,49.0,51.0,16.0,41.0,39.0,52.0,1.0,0.0,0.0,1.0,1.0,7.0,2.0,3.0,1.0,1.0,10.0,5.0,2.0,5.0,11.0,11.0
15421,8,95653898,95654733,0.774,26.0,13.0,62.0,43.0,13.0,40.0,44.0,43.0,61.0,42.0,115.0,74.0,44.0,45.0,72.0,97.0,5.0,4.0,5.0,10.0,3.0,2.0,1.0,5.0,18.0,4.0,25.0,19.0,16.0,19.0,26.0,29.0
15422,8,95731798,95732449,0.011,23.0,7.0,55.0,18.0,4.0,17.0,33.0,31.0,48.0,27.0,114.0,85.0,28.0,34.0,73.0,53.0,0.0,0.0,7.0,1.0,0.0,2.0,4.0,5.0,11.0,2.0,16.0,23.0,6.0,10.0,33.0,8.0
15423,8,95835249,95835932,0.003,21.0,14.0,40.0,29.0,7.0,32.0,38.0,38.0,41.0,29.0,85.0,78.0,35.0,40.0,71.0,84.0,5.0,2.0,11.0,7.0,2.0,17.0,8.0,8.0,10.0,1.0,18.0,7.0,9.0,9.0,24.0,13.0
15424,8,96037018,96037600,0.004,9.0,5.0,30.0,22.0,5.0,14.0,47.0,26.0,31.0,30.0,93.0,87.0,21.0,43.0,72.0,46.0,1.0,0.0,6.0,5.0,0.0,4.0,16.0,2.0,2.0,11.0,20.0,20.0,8.0,7.0,6.0,10.0
15425,8,96085269,96085747,0.933,17.0,11.0,39.0,13.0,9.0,16.0,24.0,27.0,30.0,19.0,52.0,62.0,24.0,30.0,49.0,55.0,1.0,3.0,5.0,1.0,3.0,1.0,3.0,6.0,2.0,1.0,12.0,16.0,6.0,6.0,17.0,4.0
15426,8,96145760,96146729,0.001,22.0,5.0,53.0,32.0,4.0,14.0,46.0,47.0,55.0,55.0,168.0,137.0,31.0,37.0,149.0,113.0,2.0,0.0,4.0,1.0,1.0,0.0,5.0,0.0,2.0,8.0,12.0,23.0,6.0,9.0,21.0,18.0
15427,8,96280844,96281747,0.003,27.0,16.0,56.0,33.0,15.0,40.0,56.0,60.0,48.0,50.0,131.0,96.0,42.0,65.0,83.0,84.0,3.0,5.0,8.0,4.0,7.0,4.0,10.0,26.0,8.0,3.0,9.0,20.0,11.0,10.0,14.0,12.0
15428,8,97169731,97170432,0.855,28.0,21.0,48.0,33.0,12.0,33.0,38.0,46.0,42.0,29.0,65.0,70.0,48.0,46.0,56.0,85.0,2.0,4.0,13.0,6.0,3.0,7.0,2.0,9.0,5.0,4.0,7.0,27.0,12.0,9.0,26.0,22.0
