,chr,start,end,SKHEP1_LIVER,AA_x,AT_x,AG_x,AC_x,TA_x,TT_x,TG_x,TC_x,GA_x,GT_x,GG_x,GC_x,CA_x,CT_x,CG_x,CC_x,AA_y,AT_y,AG_y,AC_y,TA_y,TT_y,TG_y,TC_y,GA_y,GT_y,GG_y,GC_y,CA_y,CT_y,CG_y,CC_y
11809,3,50377803,50378540,0.934,18.0,10.0,41.0,39.0,7.0,21.0,42.0,32.0,38.0,24.0,83.0,104.0,45.0,47.0,84.0,101.0,2.0,4.0,3.0,1.0,0.0,14.0,16.0,4.0,13.0,5.0,20.0,38.0,7.0,15.0,44.0,38.0
11810,3,50382889,50383310,0.017,8.0,12.0,25.0,18.0,8.0,14.0,21.0,28.0,20.0,19.0,55.0,48.0,27.0,26.0,42.0,49.0,3.0,5.0,4.0,2.0,0.0,2.0,3.0,4.0,9.0,5.0,18.0,16.0,9.0,9.0,22.0,10.0
11811,3,50387959,50388681,0.009,22.0,21.0,49.0,33.0,19.0,22.0,49.0,39.0,38.0,38.0,82.0,85.0,46.0,48.0,64.0,66.0,4.0,4.0,8.0,26.0,2.0,3.0,7.0,9.0,7.0,10.0,91.0,45.0,24.0,16.0,17.0,40.0
11812,3,50396347,50397175,0.231,19.0,11.0,55.0,30.0,19.0,23.0,58.0,51.0,38.0,50.0,115.0,88.0,39.0,67.0,64.0,100.0,2.0,2.0,5.0,4.0,3.0,1.0,10.0,6.0,8.0,10.0,104.0,44.0,10.0,13.0,18.0,31.0
11813,3,50402103,50402942,0.096,12.0,12.0,66.0,28.0,9.0,23.0,43.0,54.0,48.0,39.0,119.0,106.0,49.0,55.0,85.0,90.0,2.0,1.0,4.0,3.0,1.0,5.0,3.0,13.0,12.0,2.0,207.0,29.0,12.0,12.0,17.0,11.0
11814,3,50540220,50541123,0.09,19.0,11.0,58.0,25.0,7.0,19.0,33.0,42.0,36.0,21.0,168.0,148.0,51.0,50.0,115.0,99.0,3.0,2.0,8.0,2.0,0.0,0.0,3.0,4.0,10.0,3.0,48.0,58.0,17.0,6.0,22.0,25.0
11815,3,50604905,50605359,0.025,7.0,5.0,34.0,15.0,10.0,11.0,25.0,20.0,27.0,17.0,62.0,58.0,17.0,33.0,44.0,68.0,2.0,0.0,8.0,4.0,3.0,2.0,3.0,3.0,16.0,7.0,50.0,25.0,9.0,10.0,7.0,28.0
11816,3,50606345,50606972,0.025,26.0,12.0,36.0,43.0,12.0,18.0,27.0,35.0,34.0,22.0,73.0,55.0,45.0,40.0,49.0,99.0,4.0,0.0,5.0,2.0,0.0,1.0,7.0,3.0,5.0,5.0,100.0,21.0,13.0,6.0,10.0,30.0
11817,3,50648939,50649829,0.018,31.0,11.0,66.0,28.0,11.0,21.0,53.0,47.0,60.0,45.0,145.0,104.0,34.0,55.0,91.0,87.0,3.0,2.0,9.0,6.0,1.0,3.0,7.0,8.0,19.0,9.0,169.0,42.0,17.0,7.0,15.0,19.0
11818,3,50654276,50655120,0.005,20.0,6.0,50.0,35.0,15.0,27.0,49.0,42.0,37.0,41.0,131.0,95.0,39.0,59.0,75.0,122.0,1.0,0.0,2.0,3.0,2.0,6.0,14.0,7.0,10.0,2.0,65.0,18.0,6.0,14.0,17.0,21.0
11819,3,5068036,5068434,0.06,15.0,5.0,23.0,15.0,3.0,10.0,27.0,25.0,21.0,21.0,42.0,42.0,19.0,29.0,35.0,65.0,2.0,0.0,3.0,0.0,1.0,1.0,6.0,3.0,2.0,4.0,19.0,10.0,2.0,5.0,6.0,19.0
11820,3,50712068,50713007,0.008,10.0,11.0,60.0,21.0,6.0,14.0,51.0,33.0,48.0,41.0,165.0,158.0,38.0,38.0,137.0,107.0,0.0,0.0,1.0,1.0,1.0,0.0,10.0,2.0,2.0,4.0,40.0,15.0,3.0,2.0,7.0,12.0
11821,3,51430384,51430737,-1.0,15.0,4.0,35.0,27.0,5.0,13.0,21.0,9.0,35.0,15.0,41.0,29.0,26.0,16.0,24.0,37.0,4.0,1.0,4.0,8.0,0.0,0.0,1.0,0.0,7.0,10.0,27.0,16.0,12.0,3.0,11.0,6.0
11822,3,51533342,51534260,0.001,74.0,15.0,71.0,53.0,13.0,12.0,27.0,47.0,64.0,28.0,90.0,94.0,62.0,44.0,89.0,134.0,12.0,3.0,4.0,6.0,0.0,2.0,1.0,9.0,14.0,8.0,37.0,86.0,7.0,6.0,18.0,19.0
11823,3,51572595,51573273,0.011,10.0,8.0,37.0,25.0,7.0,24.0,36.0,32.0,42.0,25.0,103.0,92.0,21.0,42.0,87.0,86.0,2.0,2.0,4.0,6.0,2.0,3.0,4.0,3.0,11.0,5.0,98.0,74.0,5.0,7.0,29.0,14.0
11824,3,5163838,5164540,0.023,13.0,19.0,35.0,17.0,7.0,20.0,49.0,51.0,35.0,43.0,97.0,88.0,29.0,45.0,83.0,70.0,1.0,2.0,1.0,2.0,1.0,0.0,4.0,13.0,10.0,3.0,74.0,17.0,3.0,7.0,21.0,36.0
11825,3,51705062,51706022,0.006,23.0,11.0,72.0,31.0,17.0,25.0,47.0,45.0,49.0,41.0,134.0,131.0,48.0,57.0,103.0,125.0,6.0,2.0,14.0,3.0,3.0,10.0,7.0,23.0,8.0,15.0,76.0,136.0,15.0,21.0,21.0,32.0
11826,3,51740740,51741413,0.906,13.0,7.0,60.0,21.0,6.0,16.0,33.0,34.0,47.0,27.0,92.0,86.0,35.0,39.0,68.0,88.0,1.0,0.0,7.0,1.0,1.0,2.0,5.0,5.0,2.0,0.0,18.0,45.0,10.0,4.0,11.0,7.0
11827,3,51975612,51976505,0.016,17.0,20.0,61.0,36.0,16.0,31.0,56.0,45.0,50.0,32.0,88.0,114.0,51.0,65.0,80.0,130.0,4.0,5.0,12.0,11.0,0.0,3.0,8.0,10.0,22.0,5.0,61.0,73.0,14.0,12.0,32.0,26.0
11828,3,51989763,51990639,0.966,5.0,9.0,11.0,30.0,7.0,14.0,80.0,51.0,11.0,26.0,91.0,169.0,32.0,103.0,116.0,120.0,0.0,2.0,3.0,5.0,0.0,4.0,13.0,8.0,4.0,0.0,6.0,59.0,5.0,20.0,17.0,20.0
11829,3,52007710,52008248,0.013,28.0,7.0,39.0,27.0,6.0,16.0,32.0,29.0,39.0,25.0,87.0,53.0,28.0,35.0,47.0,39.0,11.0,1.0,6.0,0.0,0.0,0.0,7.0,2.0,16.0,1.0,69.0,22.0,6.0,10.0,13.0,23.0
11830,3,52017056,52017592,0.0,7.0,9.0,39.0,19.0,6.0,9.0,25.0,31.0,38.0,17.0,87.0,69.0,23.0,36.0,61.0,59.0,0.0,0.0,4.0,3.0,1.0,1.0,2.0,4.0,7.0,1.0,52.0,26.0,2.0,9.0,16.0,17.0
11831,3,52029757,52030058,0.0,25.0,5.0,24.0,18.0,7.0,6.0,9.0,15.0,20.0,11.0,23.0,35.0,20.0,15.0,34.0,33.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,2.0,7.0,2.0,3.0,4.0,1.0,0.0,3.0,7.0
11832,3,52091279,52091652,0.003,18.0,9.0,27.0,12.0,8.0,19.0,20.0,14.0,20.0,14.0,54.0,47.0,20.0,19.0,35.0,36.0,4.0,2.0,4.0,0.0,2.0,2.0,2.0,3.0,3.0,4.0,39.0,28.0,5.0,11.0,7.0,13.0
11833,3,52188271,52189037,0.002,37.0,19.0,56.0,37.0,16.0,34.0,35.0,34.0,41.0,29.0,65.0,94.0,55.0,37.0,74.0,102.0,3.0,2.0,7.0,14.0,1.0,4.0,5.0,2.0,12.0,4.0,58.0,43.0,9.0,14.0,21.0,18.0
11834,3,52231942,52232541,0.007,15.0,14.0,38.0,18.0,12.0,27.0,24.0,43.0,30.0,22.0,45.0,74.0,28.0,43.0,65.0,100.0,2.0,1.0,5.0,2.0,0.0,9.0,12.0,5.0,6.0,4.0,19.0,90.0,6.0,9.0,23.0,24.0
11835,3,52255365,52255763,0.904,9.0,5.0,36.0,21.0,4.0,13.0,19.0,24.0,16.0,19.0,34.0,54.0,42.0,23.0,35.0,43.0,1.0,0.0,8.0,6.0,0.0,1.0,10.0,3.0,8.0,8.0,23.0,63.0,9.0,10.0,20.0,9.0
11836,3,52272839,52273631,0.003,11.0,15.0,46.0,22.0,6.0,19.0,61.0,41.0,45.0,50.0,109.0,99.0,32.0,43.0,88.0,104.0,2.0,5.0,13.0,7.0,1.0,6.0,12.0,5.0,17.0,10.0,99.0,37.0,4.0,13.0,29.0,24.0
11837,3,52279601,52280140,-1.0,5.0,3.0,23.0,17.0,5.0,10.0,20.0,30.0,18.0,13.0,51.0,91.0,20.0,39.0,80.0,113.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,7.0,3.0,2.0,14.0,19.0,12.0,6.0,15.0,21.0
11838,3,52312069,52313057,0.0,26.0,14.0,68.0,37.0,11.0,30.0,56.0,51.0,60.0,43.0,169.0,131.0,48.0,61.0,111.0,71.0,2.0,1.0,7.0,7.0,1.0,2.0,5.0,10.0,11.0,4.0,70.0,48.0,3.0,15.0,13.0,13.0
11839,3,52321783,52322054,0.0,3.0,6.0,12.0,14.0,7.0,13.0,13.0,20.0,6.0,9.0,26.0,34.0,19.0,25.0,25.0,38.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,9.0,1.0,9.0,18.0,12.0,10.0,6.0,1.0,10.0
11840,3,52489417,52490008,0.031,19.0,9.0,40.0,20.0,8.0,12.0,30.0,18.0,43.0,25.0,132.0,77.0,18.0,22.0,76.0,41.0,0.0,0.0,4.0,2.0,0.0,1.0,5.0,3.0,27.0,6.0,91.0,15.0,5.0,19.0,5.0,6.0
11841,3,52521674,52522612,0.961,19.0,20.0,55.0,59.0,13.0,34.0,71.0,65.0,33.0,42.0,58.0,118.0,88.0,87.0,68.0,107.0,1.0,3.0,9.0,11.0,9.0,7.0,13.0,13.0,8.0,12.0,71.0,72.0,35.0,26.0,23.0,34.0
11842,3,52552722,52553384,0.976,8.0,14.0,36.0,34.0,7.0,16.0,50.0,36.0,34.0,23.0,46.0,78.0,43.0,56.0,50.0,130.0,2.0,0.0,0.0,3.0,0.0,0.0,4.0,5.0,13.0,6.0,31.0,25.0,10.0,6.0,11.0,33.0
11843,3,52570475,52570842,-1.0,3.0,10.0,24.0,14.0,7.0,13.0,19.0,29.0,20.0,18.0,37.0,47.0,21.0,27.0,43.0,34.0,0.0,2.0,6.0,4.0,1.0,3.0,7.0,6.0,19.0,3.0,43.0,27.0,5.0,12.0,2.0,8.0
11844,3,52719934,52720335,0.005,13.0,9.0,26.0,22.0,15.0,19.0,29.0,19.0,22.0,27.0,40.0,46.0,20.0,27.0,41.0,25.0,3.0,1.0,3.0,3.0,2.0,3.0,4.0,14.0,8.0,18.0,15.0,44.0,3.0,10.0,14.0,11.0
11845,3,52739537,52740426,0.007,21.0,12.0,53.0,45.0,13.0,23.0,40.0,46.0,36.0,29.0,84.0,136.0,61.0,58.0,109.0,122.0,6.0,1.0,5.0,5.0,8.0,3.0,5.0,8.0,15.0,10.0,41.0,108.0,25.0,15.0,33.0,44.0
11846,3,52804559,52805128,0.003,7.0,14.0,44.0,21.0,9.0,15.0,24.0,29.0,32.0,19.0,63.0,77.0,38.0,29.0,61.0,86.0,0.0,1.0,8.0,1.0,2.0,1.0,7.0,9.0,2.0,4.0,67.0,35.0,8.0,8.0,14.0,20.0
11847,3,52931279,52931840,0.006,12.0,9.0,36.0,21.0,4.0,4.0,23.0,27.0,31.0,17.0,72.0,83.0,31.0,28.0,73.0,89.0,4.0,10.0,3.0,0.0,1.0,1.0,3.0,6.0,10.0,4.0,26.0,49.0,6.0,4.0,18.0,31.0
11848,3,53032813,53033116,0.169,6.0,9.0,14.0,18.0,7.0,7.0,28.0,16.0,15.0,10.0,26.0,38.0,19.0,32.0,22.0,35.0,2.0,0.0,4.0,7.0,0.0,0.0,4.0,3.0,4.0,0.0,14.0,24.0,5.0,10.0,6.0,20.0
11849,3,53190509,53190764,-1.0,5.0,3.0,10.0,7.0,5.0,9.0,23.0,6.0,11.0,20.0,59.0,32.0,4.0,11.0,31.0,18.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,5.0,0.0,3.0,11.0,3.0
11850,3,53289533,53290213,0.002,4.0,10.0,46.0,21.0,8.0,7.0,31.0,28.0,36.0,20.0,98.0,113.0,33.0,37.0,93.0,94.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,10.0,4.0,101.0,29.0,12.0,8.0,27.0,25.0
11851,3,53381345,53381936,0.0,16.0,12.0,39.0,16.0,12.0,19.0,38.0,44.0,25.0,33.0,70.0,72.0,30.0,49.0,54.0,61.0,3.0,0.0,3.0,2.0,3.0,7.0,5.0,5.0,14.0,6.0,34.0,48.0,19.0,14.0,6.0,22.0
11852,3,53857392,53857954,1.0,2.0,8.0,42.0,23.0,11.0,9.0,36.0,25.0,18.0,34.0,55.0,86.0,44.0,30.0,61.0,77.0,0.0,4.0,6.0,3.0,2.0,0.0,8.0,0.0,5.0,4.0,29.0,115.0,12.0,8.0,26.0,33.0
11853,3,53915731,53916320,0.009,18.0,8.0,34.0,29.0,2.0,13.0,26.0,37.0,25.0,14.0,75.0,79.0,44.0,43.0,59.0,82.0,5.0,0.0,8.0,4.0,0.0,1.0,1.0,4.0,4.0,0.0,31.0,19.0,10.0,5.0,10.0,15.0
11854,3,53925438,53926174,0.0,30.0,22.0,50.0,43.0,19.0,34.0,37.0,48.0,55.0,34.0,56.0,70.0,41.0,48.0,73.0,75.0,3.0,6.0,15.0,32.0,0.0,3.0,8.0,4.0,18.0,3.0,59.0,13.0,5.0,12.0,22.0,24.0
11855,3,54154731,54154970,0.17,6.0,5.0,19.0,8.0,6.0,10.0,14.0,12.0,13.0,11.0,36.0,28.0,13.0,16.0,20.0,21.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,25.0,12.0,1.0,1.0,8.0,4.0
11856,3,55504201,55504453,0.849,3.0,6.0,15.0,11.0,4.0,9.0,26.0,14.0,10.0,21.0,18.0,33.0,18.0,17.0,24.0,22.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,2.0,2.0,5.0,1.0,20.0,1.0,9.0,16.0,1.0
11857,3,55516110,55516430,0.957,14.0,6.0,29.0,8.0,7.0,16.0,19.0,16.0,20.0,18.0,44.0,33.0,16.0,18.0,24.0,31.0,5.0,0.0,3.0,0.0,2.0,2.0,2.0,0.0,11.0,9.0,17.0,11.0,0.0,6.0,7.0,7.0
11858,3,55517658,55517939,0.0,12.0,8.0,27.0,10.0,5.0,16.0,14.0,20.0,24.0,16.0,37.0,21.0,16.0,15.0,21.0,18.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,3.0,2.0,45.0,7.0,1.0,4.0,7.0,12.0
11859,3,55519089,55519623,0.084,19.0,7.0,41.0,38.0,7.0,11.0,24.0,25.0,39.0,18.0,88.0,50.0,40.0,31.0,43.0,52.0,1.0,0.0,3.0,4.0,0.0,0.0,2.0,6.0,10.0,6.0,26.0,12.0,7.0,3.0,14.0,20.0
11860,3,55522560,55522836,-1.0,9.0,6.0,14.0,13.0,7.0,10.0,19.0,18.0,14.0,11.0,24.0,28.0,12.0,27.0,21.0,42.0,0.0,4.0,0.0,1.0,2.0,0.0,9.0,4.0,3.0,1.0,10.0,5.0,1.0,5.0,3.0,8.0
11861,3,56501868,56502345,0.095,17.0,13.0,35.0,21.0,8.0,15.0,16.0,20.0,34.0,12.0,67.0,51.0,27.0,19.0,47.0,74.0,1.0,2.0,4.0,2.0,3.0,5.0,1.0,3.0,9.0,0.0,124.0,19.0,2.0,1.0,11.0,17.0
11862,3,56502611,56502815,0.045,4.0,5.0,12.0,5.0,1.0,5.0,5.0,15.0,8.0,2.0,29.0,29.0,13.0,14.0,23.0,33.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,5.0,2.0,1.0,44.0,34.0,4.0,2.0,2.0,15.0
11863,3,56590939,56591223,0.006,21.0,9.0,17.0,18.0,8.0,10.0,11.0,11.0,11.0,7.0,26.0,37.0,25.0,14.0,28.0,30.0,2.0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,56.0,3.0,4.0,8.0,8.0
11864,3,56835650,56836210,0.001,9.0,11.0,37.0,28.0,9.0,10.0,32.0,23.0,39.0,18.0,92.0,68.0,28.0,35.0,57.0,63.0,3.0,0.0,4.0,1.0,0.0,2.0,7.0,2.0,7.0,2.0,27.0,31.0,11.0,16.0,17.0,22.0
11865,3,57131644,57132407,0.971,35.0,23.0,57.0,33.0,17.0,32.0,54.0,58.0,52.0,45.0,73.0,64.0,44.0,61.0,51.0,63.0,6.0,2.0,3.0,5.0,4.0,7.0,6.0,17.0,35.0,13.0,28.0,63.0,6.0,24.0,12.0,16.0
11866,3,57583020,57583611,0.001,16.0,21.0,36.0,36.0,17.0,27.0,34.0,32.0,42.0,23.0,53.0,64.0,34.0,39.0,60.0,56.0,2.0,6.0,1.0,13.0,8.0,10.0,8.0,3.0,12.0,6.0,9.0,20.0,7.0,11.0,15.0,23.0
11867,3,57678339,57678938,0.003,13.0,5.0,41.0,26.0,1.0,9.0,25.0,32.0,29.0,19.0,69.0,92.0,42.0,34.0,75.0,86.0,10.0,0.0,11.0,0.0,1.0,3.0,5.0,11.0,5.0,3.0,36.0,50.0,5.0,5.0,10.0,21.0
11868,3,57993838,57994704,0.0,22.0,17.0,61.0,35.0,7.0,19.0,44.0,52.0,46.0,38.0,98.0,115.0,60.0,48.0,95.0,108.0,16.0,5.0,9.0,10.0,0.0,6.0,9.0,7.0,11.0,16.0,34.0,47.0,11.0,12.0,21.0,16.0
11869,3,58109100,58109369,0.985,16.0,6.0,15.0,18.0,6.0,4.0,19.0,14.0,18.0,17.0,34.0,22.0,15.0,16.0,24.0,24.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,7.0,0.0,3.0,5.0
11870,3,58291813,58292385,0.0,23.0,8.0,41.0,23.0,10.0,16.0,31.0,34.0,37.0,33.0,72.0,66.0,25.0,34.0,65.0,53.0,4.0,2.0,4.0,3.0,2.0,1.0,7.0,6.0,13.0,2.0,33.0,29.0,8.0,9.0,20.0,10.0
11871,3,58318398,58319192,0.004,14.0,7.0,54.0,27.0,6.0,8.0,40.0,25.0,47.0,27.0,165.0,123.0,35.0,37.0,104.0,74.0,1.0,0.0,6.0,3.0,0.0,0.0,8.0,3.0,2.0,1.0,26.0,20.0,5.0,2.0,10.0,15.0
11872,3,58419176,58419818,0.0,21.0,9.0,46.0,34.0,8.0,10.0,38.0,25.0,38.0,28.0,80.0,84.0,43.0,34.0,67.0,76.0,2.0,0.0,7.0,2.0,0.0,1.0,13.0,2.0,6.0,6.0,56.0,25.0,3.0,9.0,25.0,8.0
11873,3,58477486,58478274,0.0,5.0,4.0,36.0,12.0,4.0,22.0,35.0,40.0,30.0,27.0,163.0,135.0,18.0,48.0,122.0,86.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,5.0,4.0,1.0,13.0,23.0,1.0,3.0,26.0,7.0
11874,3,58572478,58572903,0.926,8.0,2.0,41.0,19.0,6.0,4.0,15.0,13.0,26.0,15.0,58.0,62.0,30.0,17.0,48.0,60.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,3.0,3.0,2.0,22.0,38.0,9.0,9.0,30.0,13.0
11875,3,59035406,59035944,0.0,20.0,9.0,30.0,26.0,6.0,12.0,34.0,28.0,30.0,24.0,64.0,66.0,29.0,35.0,57.0,67.0,0.0,2.0,1.0,10.0,2.0,0.0,3.0,4.0,2.0,8.0,34.0,24.0,8.0,6.0,7.0,9.0
11876,3,61236606,61237227,0.0,30.0,14.0,45.0,38.0,13.0,16.0,41.0,17.0,52.0,27.0,82.0,54.0,32.0,30.0,48.0,81.0,3.0,4.0,7.0,7.0,1.0,4.0,13.0,9.0,27.0,8.0,30.0,37.0,7.0,21.0,7.0,26.0
11877,3,61550346,61550577,-1.0,2.0,2.0,7.0,10.0,0.0,11.0,16.0,15.0,9.0,6.0,32.0,33.0,10.0,23.0,26.0,28.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,3.0,1.0,1.0,30.0,4.0,0.0,4.0,5.0,4.0
11878,3,62304514,62304780,0.019,9.0,4.0,11.0,17.0,8.0,8.0,19.0,9.0,12.0,16.0,24.0,36.0,12.0,16.0,35.0,29.0,5.0,0.0,0.0,4.0,1.0,4.0,2.0,2.0,5.0,4.0,53.0,13.0,0.0,4.0,15.0,17.0
11879,3,62354291,62355012,-1.0,29.0,28.0,54.0,19.0,20.0,31.0,37.0,43.0,47.0,29.0,97.0,78.0,34.0,43.0,64.0,67.0,9.0,3.0,4.0,3.0,5.0,10.0,2.0,6.0,25.0,3.0,52.0,17.0,8.0,11.0,15.0,11.0
11880,3,62355315,62355534,-1.0,16.0,15.0,13.0,8.0,16.0,15.0,15.0,7.0,14.0,10.0,28.0,19.0,6.0,13.0,16.0,7.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,5.0,1.0,0.0,0.0,2.0,0.0
11881,3,62356119,62356378,0.669,13.0,2.0,19.0,12.0,4.0,10.0,14.0,19.0,20.0,10.0,14.0,31.0,9.0,25.0,29.0,27.0,2.0,1.0,0.0,1.0,2.0,3.0,2.0,3.0,7.0,1.0,2.0,10.0,1.0,4.0,7.0,27.0
11882,3,62356773,62357315,-1.0,22.0,18.0,34.0,23.0,14.0,37.0,47.0,22.0,36.0,29.0,52.0,53.0,25.0,36.0,38.0,55.0,6.0,6.0,5.0,2.0,6.0,2.0,2.0,2.0,25.0,5.0,31.0,19.0,4.0,7.0,21.0,15.0
11883,3,62362610,62363082,-1.0,12.0,8.0,28.0,17.0,10.0,16.0,23.0,27.0,20.0,18.0,56.0,63.0,23.0,34.0,51.0,65.0,1.0,1.0,7.0,5.0,1.0,1.0,1.0,0.0,6.0,3.0,29.0,14.0,6.0,4.0,11.0,11.0
11884,3,62364017,62364316,0.497,6.0,7.0,26.0,10.0,4.0,16.0,20.0,13.0,18.0,13.0,33.0,37.0,21.0,17.0,23.0,34.0,1.0,0.0,5.0,0.0,0.0,2.0,9.0,2.0,2.0,5.0,13.0,9.0,3.0,0.0,5.0,11.0
11885,3,63263989,63264205,-1.0,9.0,2.0,16.0,5.0,2.0,10.0,15.0,13.0,16.0,8.0,24.0,26.0,5.0,20.0,20.0,24.0,2.0,0.0,7.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0,17.0,28.0,5.0,11.0,10.0,3.0
11886,3,63897392,63898299,0.008,27.0,11.0,50.0,30.0,8.0,31.0,50.0,41.0,46.0,31.0,150.0,127.0,37.0,57.0,105.0,105.0,2.0,4.0,8.0,5.0,1.0,2.0,0.0,4.0,4.0,5.0,89.0,93.0,6.0,6.0,7.0,29.0
11887,3,64008883,64009293,0.0,8.0,5.0,22.0,21.0,5.0,7.0,18.0,29.0,19.0,16.0,52.0,59.0,24.0,31.0,55.0,38.0,0.0,0.0,10.0,5.0,0.0,4.0,3.0,9.0,1.0,1.0,37.0,29.0,4.0,3.0,22.0,10.0
11888,3,64253533,64253819,0.885,13.0,5.0,19.0,9.0,6.0,6.0,15.0,11.0,11.0,6.0,52.0,40.0,16.0,21.0,24.0,31.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,10.0,24.0,2.0,4.0,8.0,6.0
11889,3,64430585,64431192,0.026,13.0,6.0,35.0,21.0,6.0,15.0,30.0,35.0,33.0,20.0,91.0,84.0,23.0,45.0,73.0,76.0,4.0,0.0,3.0,6.0,1.0,2.0,3.0,4.0,7.0,3.0,105.0,27.0,2.0,17.0,16.0,11.0
11890,3,65342203,65342884,0.859,14.0,12.0,18.0,20.0,5.0,26.0,55.0,74.0,28.0,47.0,78.0,63.0,17.0,75.0,66.0,82.0,2.0,7.0,6.0,4.0,0.0,8.0,10.0,10.0,4.0,9.0,37.0,18.0,3.0,15.0,34.0,18.0
11891,3,65534684,65535344,0.886,17.0,8.0,28.0,21.0,7.0,24.0,30.0,51.0,21.0,17.0,72.0,91.0,29.0,63.0,72.0,108.0,2.0,0.0,2.0,4.0,2.0,6.0,5.0,9.0,1.0,3.0,41.0,20.0,9.0,15.0,26.0,42.0
11892,3,66271076,66271718,0.013,12.0,13.0,37.0,33.0,13.0,35.0,41.0,51.0,35.0,38.0,63.0,59.0,35.0,54.0,55.0,67.0,0.0,0.0,6.0,4.0,3.0,1.0,8.0,16.0,5.0,6.0,100.0,52.0,10.0,11.0,12.0,24.0
11893,3,67048455,67049273,0.024,26.0,24.0,63.0,26.0,11.0,24.0,45.0,45.0,62.0,33.0,126.0,93.0,40.0,44.0,81.0,74.0,4.0,3.0,5.0,3.0,2.0,3.0,3.0,5.0,16.0,5.0,78.0,23.0,10.0,12.0,18.0,15.0
11894,3,67704628,67705051,0.007,9.0,3.0,31.0,17.0,7.0,6.0,18.0,17.0,19.0,11.0,61.0,68.0,25.0,28.0,50.0,52.0,2.0,0.0,0.0,11.0,0.0,1.0,4.0,3.0,5.0,1.0,37.0,42.0,7.0,7.0,8.0,11.0
11895,3,6902823,6903516,-1.0,20.0,13.0,44.0,37.0,6.0,17.0,37.0,40.0,45.0,24.0,63.0,88.0,43.0,46.0,77.0,92.0,1.0,2.0,3.0,8.0,0.0,3.0,11.0,4.0,3.0,7.0,33.0,34.0,1.0,13.0,33.0,25.0
11896,3,69101221,69101664,0.005,18.0,13.0,35.0,25.0,12.0,27.0,20.0,27.0,31.0,23.0,40.0,39.0,30.0,23.0,39.0,40.0,1.0,3.0,8.0,6.0,1.0,3.0,0.0,2.0,11.0,2.0,56.0,29.0,8.0,2.0,15.0,14.0
11897,3,69129058,69129515,0.0,11.0,9.0,28.0,16.0,10.0,10.0,14.0,28.0,19.0,12.0,79.0,54.0,24.0,31.0,44.0,67.0,3.0,0.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,5.0,20.0,3.0,6.0,4.0,8.0
11898,3,69434926,69435583,0.786,18.0,9.0,38.0,36.0,5.0,14.0,40.0,40.0,23.0,24.0,60.0,92.0,55.0,52.0,62.0,88.0,1.0,0.0,2.0,5.0,1.0,2.0,4.0,7.0,7.0,1.0,27.0,71.0,34.0,8.0,37.0,38.0
11899,3,69788483,69789208,0.008,23.0,12.0,55.0,26.0,6.0,15.0,39.0,32.0,55.0,23.0,117.0,93.0,32.0,42.0,78.0,76.0,4.0,5.0,5.0,10.0,1.0,5.0,4.0,6.0,5.0,2.0,56.0,36.0,7.0,9.0,26.0,45.0
11900,3,71113896,71114102,0.052,9.0,3.0,15.0,7.0,1.0,0.0,5.0,9.0,13.0,4.0,35.0,34.0,11.0,8.0,32.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11901,3,71834068,71834653,0.105,6.0,6.0,32.0,27.0,5.0,13.0,20.0,25.0,18.0,18.0,76.0,104.0,42.0,26.0,89.0,77.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0,13.0,4.0,6.0,26.0,15.0
11902,3,72495853,72496852,0.004,23.0,9.0,56.0,35.0,6.0,25.0,54.0,43.0,54.0,42.0,154.0,142.0,40.0,52.0,129.0,134.0,1.0,1.0,5.0,6.0,0.0,2.0,5.0,6.0,6.0,5.0,63.0,24.0,4.0,7.0,7.0,18.0
11903,3,72788072,72788416,0.074,10.0,9.0,20.0,18.0,7.0,23.0,24.0,19.0,17.0,18.0,41.0,36.0,23.0,23.0,28.0,27.0,0.0,1.0,9.0,3.0,3.0,10.0,4.0,1.0,1.0,0.0,44.0,5.0,3.0,1.0,5.0,5.0
