,chr,start,end,SW579_THYROID,AA_x,AT_x,AG_x,AC_x,TA_x,TT_x,TG_x,TC_x,GA_x,GT_x,GG_x,GC_x,CA_x,CT_x,CG_x,CC_x,AA_y,AT_y,AG_y,AC_y,TA_y,TT_y,TG_y,TC_y,GA_y,GT_y,GG_y,GC_y,CA_y,CT_y,CG_y,CC_y
10385,9,103360955,103361312,0.142,11.0,7.0,28.0,10.0,6.0,12.0,16.0,21.0,19.0,16.0,48.0,46.0,20.0,20.0,38.0,38.0,0.0,1.0,14.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,8.0,9.0,3.0,2.0,17.0,6.0
10386,9,103791944,103792173,0.092,9.0,8.0,16.0,10.0,5.0,6.0,15.0,17.0,15.0,8.0,31.0,25.0,14.0,21.0,18.0,10.0,1.0,2.0,1.0,0.0,6.0,0.0,3.0,1.0,5.0,1.0,5.0,3.0,9.0,4.0,8.0,0.0
10387,9,1042417,1042973,0.282,20.0,12.0,41.0,18.0,10.0,22.0,30.0,26.0,42.0,23.0,78.0,65.0,19.0,31.0,60.0,58.0,1.0,1.0,3.0,0.0,1.0,4.0,7.0,3.0,5.0,3.0,6.0,12.0,0.0,2.0,8.0,6.0
10388,9,104160853,104161528,0.044,17.0,21.0,57.0,20.0,19.0,31.0,38.0,42.0,43.0,34.0,85.0,66.0,36.0,44.0,49.0,72.0,1.0,2.0,17.0,2.0,6.0,2.0,4.0,12.0,16.0,14.0,12.0,14.0,10.0,12.0,16.0,17.0
10389,9,104295917,104296232,0.019,5.0,4.0,22.0,6.0,8.0,24.0,18.0,30.0,13.0,21.0,30.0,32.0,11.0,31.0,27.0,32.0,0.0,0.0,1.0,1.0,3.0,3.0,6.0,3.0,0.0,7.0,6.0,9.0,5.0,7.0,8.0,11.0
10390,9,1045541,1046394,-1.0,41.0,26.0,63.0,28.0,17.0,29.0,49.0,52.0,53.0,38.0,121.0,92.0,47.0,54.0,72.0,70.0,7.0,2.0,3.0,4.0,4.0,6.0,5.0,5.0,6.0,6.0,8.0,16.0,6.0,8.0,15.0,13.0
10391,9,104357007,104357288,0.233,14.0,9.0,15.0,16.0,3.0,14.0,15.0,25.0,15.0,16.0,32.0,21.0,22.0,18.0,23.0,22.0,2.0,0.0,2.0,3.0,0.0,1.0,4.0,4.0,0.0,2.0,1.0,1.0,3.0,1.0,9.0,6.0
10392,9,1050078,1050510,0.111,18.0,9.0,45.0,18.0,9.0,9.0,23.0,19.0,37.0,15.0,46.0,54.0,26.0,27.0,39.0,37.0,10.0,0.0,7.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,4.0,5.0,7.0,5.0,21.0,5.0
10393,9,1051819,1052240,0.107,6.0,2.0,29.0,15.0,1.0,3.0,25.0,14.0,17.0,19.0,55.0,73.0,28.0,19.0,56.0,58.0,1.0,0.0,5.0,1.0,0.0,1.0,2.0,1.0,4.0,0.0,3.0,16.0,8.0,6.0,17.0,5.0
10394,9,10612635,10613333,0.094,15.0,9.0,51.0,24.0,6.0,10.0,28.0,36.0,48.0,10.0,116.0,109.0,30.0,51.0,89.0,65.0,2.0,0.0,5.0,1.0,0.0,3.0,5.0,0.0,6.0,0.0,10.0,6.0,6.0,0.0,7.0,3.0
10395,9,106761630,106762028,0.701,12.0,6.0,22.0,21.0,4.0,7.0,26.0,17.0,22.0,16.0,57.0,47.0,23.0,25.0,38.0,54.0,7.0,1.0,1.0,3.0,1.0,2.0,6.0,5.0,0.0,1.0,7.0,7.0,18.0,3.0,11.0,7.0
10396,9,106855962,106856793,0.011,51.0,22.0,75.0,38.0,29.0,39.0,54.0,37.0,67.0,46.0,79.0,72.0,39.0,52.0,57.0,73.0,9.0,1.0,12.0,8.0,3.0,10.0,6.0,12.0,10.0,12.0,8.0,13.0,13.0,10.0,14.0,11.0
10397,9,107509906,107510768,0.03,27.0,15.0,56.0,43.0,13.0,32.0,46.0,47.0,52.0,36.0,98.0,95.0,49.0,55.0,82.0,115.0,2.0,6.0,13.0,21.0,8.0,8.0,10.0,8.0,21.0,8.0,24.0,23.0,15.0,13.0,29.0,33.0
10398,9,107688769,107689046,0.039,5.0,4.0,19.0,16.0,5.0,9.0,3.0,22.0,10.0,10.0,24.0,31.0,24.0,16.0,30.0,48.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,2.0,12.0,2.0,1.0,13.0,11.0,5.0,10.0,11.0
10399,9,107730500,107730867,0.014,10.0,10.0,25.0,15.0,10.0,18.0,24.0,18.0,21.0,18.0,45.0,43.0,19.0,24.0,34.0,32.0,6.0,1.0,2.0,3.0,1.0,8.0,10.0,6.0,5.0,7.0,4.0,9.0,1.0,9.0,22.0,17.0
10400,9,108210085,108210753,0.052,12.0,7.0,40.0,24.0,11.0,10.0,44.0,32.0,31.0,30.0,115.0,95.0,29.0,50.0,73.0,64.0,3.0,1.0,4.0,5.0,1.0,0.0,6.0,7.0,5.0,5.0,19.0,18.0,11.0,33.0,25.0,18.0
10401,9,108320245,108320640,0.063,11.0,6.0,33.0,19.0,8.0,11.0,28.0,20.0,25.0,22.0,52.0,44.0,25.0,28.0,31.0,31.0,4.0,0.0,8.0,1.0,8.0,2.0,3.0,6.0,7.0,7.0,6.0,6.0,9.0,14.0,35.0,7.0
10402,9,108418403,108418934,0.124,13.0,9.0,34.0,23.0,9.0,13.0,23.0,27.0,37.0,22.0,95.0,64.0,20.0,28.0,67.0,46.0,3.0,1.0,4.0,3.0,0.0,1.0,4.0,3.0,9.0,5.0,21.0,15.0,1.0,6.0,35.0,10.0
10403,9,108456700,108457485,0.01,16.0,11.0,55.0,31.0,15.0,21.0,45.0,46.0,47.0,45.0,97.0,99.0,35.0,50.0,92.0,79.0,0.0,2.0,9.0,10.0,1.0,2.0,3.0,10.0,6.0,9.0,8.0,20.0,2.0,6.0,25.0,35.0
10404,9,109622424,109623203,0.098,44.0,20.0,60.0,31.0,19.0,54.0,29.0,56.0,47.0,38.0,84.0,58.0,45.0,46.0,55.0,92.0,8.0,15.0,9.0,5.0,8.0,6.0,8.0,10.0,5.0,8.0,8.0,14.0,17.0,10.0,35.0,29.0
10405,9,110227967,110228656,0.033,20.0,15.0,38.0,35.0,9.0,17.0,37.0,39.0,40.0,16.0,86.0,85.0,39.0,54.0,67.0,91.0,7.0,7.0,9.0,17.0,0.0,5.0,5.0,13.0,11.0,3.0,11.0,25.0,8.0,17.0,35.0,35.0
10406,9,110399674,110400566,0.307,48.0,26.0,60.0,36.0,17.0,36.0,45.0,61.0,55.0,31.0,99.0,85.0,50.0,66.0,67.0,109.0,7.0,6.0,7.0,6.0,7.0,3.0,5.0,19.0,16.0,9.0,10.0,14.0,15.0,14.0,10.0,34.0
10407,9,111617320,111618144,0.81,12.0,26.0,62.0,32.0,15.0,24.0,66.0,57.0,48.0,57.0,79.0,89.0,57.0,55.0,67.0,77.0,3.0,3.0,6.0,10.0,2.0,2.0,8.0,8.0,3.0,10.0,8.0,29.0,8.0,21.0,48.0,32.0
10408,9,111775041,111775934,0.066,25.0,11.0,65.0,39.0,12.0,9.0,26.0,43.0,57.0,30.0,118.0,113.0,46.0,40.0,110.0,148.0,5.0,0.0,10.0,3.0,0.0,3.0,9.0,16.0,14.0,6.0,18.0,38.0,16.0,9.0,56.0,38.0
10409,9,111881482,111882278,0.013,17.0,8.0,78.0,35.0,12.0,8.0,32.0,24.0,45.0,32.0,98.0,133.0,64.0,28.0,101.0,80.0,2.0,0.0,12.0,5.0,1.0,4.0,14.0,3.0,12.0,4.0,18.0,21.0,17.0,8.0,43.0,30.0
10410,9,111929197,111929587,0.128,2.0,3.0,24.0,11.0,3.0,0.0,11.0,22.0,12.0,18.0,44.0,67.0,23.0,15.0,63.0,71.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,2.0,5.0,1.0,5.0,1.0
10411,9,112083333,112083549,-1.0,7.0,2.0,12.0,8.0,5.0,6.0,21.0,7.0,8.0,16.0,17.0,28.0,9.0,15.0,20.0,34.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,5.0,6.0,5.0,9.0,4.0,2.0,4.0,21.0
10412,9,112262010,112262317,0.035,4.0,4.0,22.0,10.0,1.0,3.0,8.0,14.0,19.0,9.0,45.0,44.0,16.0,10.0,43.0,54.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,4.0,6.0,3.0,3.0,20.0,15.0
10413,9,112402767,112403349,-1.0,9.0,13.0,44.0,17.0,9.0,22.0,34.0,28.0,29.0,28.0,68.0,83.0,36.0,30.0,63.0,68.0,9.0,10.0,5.0,2.0,6.0,6.0,7.0,8.0,27.0,12.0,19.0,30.0,20.0,3.0,28.0,21.0
10414,9,112542131,112542667,0.023,3.0,6.0,31.0,19.0,3.0,4.0,24.0,30.0,23.0,19.0,64.0,92.0,30.0,32.0,80.0,75.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,5.0,3.0,7.0,1.0,21.0,12.0
10415,9,112810858,112811128,0.248,3.0,1.0,21.0,8.0,2.0,1.0,12.0,10.0,19.0,4.0,49.0,38.0,9.0,19.0,29.0,44.0,0.0,0.0,5.0,17.0,0.0,0.0,3.0,0.0,12.0,1.0,8.0,10.0,2.0,9.0,21.0,5.0
10416,9,113341213,113342029,0.044,28.0,15.0,64.0,41.0,8.0,14.0,36.0,38.0,62.0,22.0,119.0,114.0,50.0,45.0,99.0,60.0,4.0,1.0,7.0,9.0,1.0,4.0,13.0,12.0,14.0,12.0,23.0,39.0,14.0,13.0,35.0,7.0
10417,9,114287380,114287695,0.056,5.0,3.0,15.0,9.0,2.0,16.0,29.0,16.0,13.0,18.0,45.0,50.0,12.0,26.0,38.0,17.0,1.0,1.0,3.0,2.0,0.0,2.0,8.0,2.0,1.0,7.0,19.0,18.0,2.0,7.0,17.0,7.0
10418,9,114361410,114361760,0.175,12.0,6.0,18.0,9.0,4.0,18.0,12.0,30.0,13.0,14.0,32.0,37.0,16.0,26.0,35.0,67.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,12.0,2.0,8.0,6.0,3.0,4.0,10.0,13.0
10419,9,114393346,114394205,0.059,27.0,8.0,56.0,43.0,18.0,12.0,67.0,25.0,54.0,37.0,109.0,120.0,35.0,65.0,89.0,93.0,4.0,0.0,7.0,10.0,5.0,2.0,8.0,18.0,19.0,9.0,18.0,45.0,17.0,25.0,41.0,35.0
10420,9,114423569,114424308,0.029,8.0,6.0,47.0,13.0,5.0,12.0,35.0,41.0,30.0,31.0,132.0,114.0,31.0,44.0,94.0,95.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,8.0,1.0,11.0,12.0,3.0,1.0,18.0,7.0
10421,9,114557287,114557576,0.883,13.0,4.0,29.0,9.0,6.0,12.0,20.0,11.0,23.0,19.0,46.0,28.0,13.0,14.0,22.0,19.0,2.0,0.0,13.0,0.0,1.0,5.0,5.0,0.0,0.0,5.0,14.0,11.0,8.0,7.0,13.0,16.0
10422,9,114937020,114937824,-1.0,14.0,8.0,47.0,24.0,5.0,11.0,21.0,46.0,30.0,21.0,114.0,123.0,44.0,43.0,107.0,145.0,2.0,2.0,2.0,5.0,0.0,2.0,0.0,2.0,3.0,1.0,12.0,27.0,4.0,13.0,30.0,17.0
10423,9,115095149,115095919,0.053,23.0,8.0,54.0,37.0,11.0,14.0,26.0,34.0,52.0,29.0,101.0,102.0,36.0,34.0,104.0,104.0,3.0,2.0,5.0,4.0,4.0,1.0,3.0,8.0,9.0,3.0,11.0,19.0,19.0,8.0,36.0,30.0
10424,9,115141854,115142638,0.018,32.0,13.0,65.0,40.0,17.0,13.0,35.0,37.0,56.0,25.0,118.0,97.0,45.0,51.0,79.0,60.0,8.0,3.0,5.0,6.0,1.0,5.0,7.0,7.0,9.0,7.0,19.0,20.0,15.0,10.0,32.0,12.0
10425,9,115480082,115480481,0.053,20.0,5.0,28.0,29.0,12.0,15.0,19.0,17.0,28.0,15.0,38.0,40.0,22.0,28.0,37.0,45.0,5.0,1.0,2.0,7.0,2.0,2.0,2.0,3.0,13.0,5.0,5.0,5.0,0.0,5.0,9.0,10.0
10426,9,115818836,115819343,0.073,16.0,20.0,31.0,29.0,14.0,27.0,28.0,31.0,34.0,21.0,56.0,52.0,32.0,32.0,49.0,34.0,3.0,6.0,2.0,4.0,0.0,9.0,4.0,8.0,3.0,4.0,6.0,7.0,24.0,6.0,12.0,7.0
10427,9,115913081,115913807,0.039,18.0,11.0,47.0,28.0,10.0,21.0,42.0,29.0,42.0,30.0,111.0,99.0,34.0,40.0,83.0,80.0,0.0,0.0,8.0,4.0,2.0,6.0,11.0,7.0,13.0,13.0,31.0,21.0,24.0,6.0,45.0,21.0
10428,9,115983419,115984109,0.049,30.0,12.0,53.0,27.0,13.0,27.0,34.0,51.0,48.0,39.0,96.0,62.0,31.0,47.0,63.0,56.0,7.0,1.0,13.0,1.0,3.0,4.0,8.0,14.0,9.0,11.0,17.0,17.0,5.0,11.0,36.0,19.0
10429,9,116037549,116038229,0.025,23.0,9.0,46.0,39.0,15.0,31.0,29.0,53.0,45.0,23.0,71.0,62.0,34.0,65.0,56.0,78.0,8.0,1.0,10.0,6.0,3.0,11.0,9.0,14.0,10.0,12.0,8.0,12.0,13.0,32.0,19.0,25.0
10430,9,116102409,116102717,0.032,11.0,1.0,20.0,12.0,7.0,8.0,14.0,19.0,14.0,9.0,39.0,41.0,12.0,30.0,31.0,39.0,5.0,0.0,7.0,2.0,1.0,3.0,4.0,3.0,4.0,3.0,11.0,6.0,6.0,8.0,26.0,4.0
10431,9,116111663,116112189,0.142,8.0,8.0,29.0,19.0,3.0,8.0,27.0,17.0,32.0,15.0,108.0,79.0,21.0,24.0,71.0,56.0,1.0,0.0,3.0,0.0,0.0,1.0,9.0,1.0,9.0,2.0,14.0,15.0,0.0,7.0,20.0,16.0
10432,9,116138954,116139306,0.07,15.0,5.0,22.0,14.0,5.0,12.0,17.0,20.0,18.0,12.0,52.0,44.0,18.0,25.0,36.0,36.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,8.0,4.0,3.0,8.0,7.0,2.0,0.0,6.0,15.0
10433,9,116163208,116163848,0.011,18.0,9.0,41.0,29.0,5.0,8.0,31.0,43.0,30.0,23.0,78.0,73.0,44.0,47.0,55.0,105.0,2.0,1.0,6.0,6.0,0.0,1.0,4.0,13.0,7.0,1.0,7.0,23.0,19.0,31.0,16.0,32.0
10434,9,116172303,116173090,0.034,16.0,21.0,34.0,33.0,13.0,38.0,45.0,60.0,34.0,33.0,70.0,89.0,41.0,64.0,78.0,117.0,3.0,4.0,10.0,1.0,4.0,5.0,11.0,33.0,9.0,8.0,20.0,21.0,25.0,24.0,19.0,36.0
10435,9,116225763,116226133,0.157,6.0,4.0,13.0,15.0,3.0,6.0,21.0,26.0,10.0,15.0,49.0,51.0,19.0,31.0,43.0,57.0,0.0,0.0,0.0,11.0,0.0,1.0,2.0,6.0,5.0,2.0,10.0,10.0,2.0,6.0,17.0,13.0
10436,9,116450145,116450454,0.137,5.0,3.0,22.0,13.0,5.0,9.0,14.0,21.0,18.0,15.0,46.0,31.0,15.0,22.0,29.0,40.0,1.0,0.0,1.0,0.0,4.0,9.0,1.0,6.0,1.0,7.0,3.0,10.0,2.0,1.0,19.0,9.0
10437,9,116638594,116638974,0.02,13.0,6.0,19.0,16.0,1.0,13.0,16.0,10.0,18.0,10.0,78.0,51.0,22.0,11.0,45.0,50.0,2.0,1.0,0.0,5.0,0.0,1.0,1.0,1.0,7.0,6.0,8.0,8.0,13.0,4.0,13.0,14.0
10438,9,116860473,116860695,-1.0,5.0,0.0,10.0,13.0,2.0,3.0,8.0,9.0,8.0,6.0,32.0,36.0,13.0,13.0,33.0,30.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,6.0,2.0,0.0,5.0,5.0
10439,9,116916275,116917022,0.059,23.0,22.0,51.0,22.0,20.0,15.0,70.0,22.0,43.0,62.0,70.0,95.0,32.0,28.0,80.0,91.0,8.0,3.0,5.0,2.0,12.0,5.0,7.0,3.0,6.0,15.0,19.0,30.0,11.0,7.0,17.0,33.0
10440,9,116918299,116918522,0.039,6.0,4.0,9.0,5.0,3.0,7.0,11.0,13.0,10.0,5.0,27.0,31.0,5.0,18.0,27.0,41.0,1.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0,0.0,1.0,1.0,2.0,0.0,7.0,7.0,8.0
10441,9,116930004,116930368,0.948,6.0,5.0,20.0,20.0,1.0,12.0,22.0,29.0,14.0,13.0,35.0,45.0,30.0,34.0,31.0,46.0,4.0,1.0,1.0,5.0,0.0,3.0,4.0,5.0,7.0,0.0,12.0,11.0,16.0,6.0,10.0,13.0
10442,9,117160139,117161064,0.026,56.0,19.0,64.0,49.0,8.0,19.0,44.0,44.0,64.0,30.0,103.0,93.0,60.0,47.0,80.0,144.0,16.0,0.0,18.0,12.0,3.0,4.0,11.0,6.0,15.0,8.0,21.0,17.0,27.0,4.0,21.0,34.0
10443,9,117373484,117374076,0.033,9.0,4.0,20.0,7.0,1.0,11.0,35.0,28.0,19.0,26.0,119.0,102.0,11.0,34.0,93.0,72.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,11.0,4.0,0.0,5.0,23.0,9.0
10444,9,118916362,118917175,0.054,13.0,7.0,54.0,21.0,5.0,8.0,47.0,33.0,48.0,31.0,130.0,130.0,29.0,47.0,109.0,100.0,0.0,0.0,6.0,4.0,0.0,2.0,7.0,2.0,3.0,6.0,16.0,27.0,6.0,14.0,25.0,18.0
10445,9,119449473,119449767,0.048,6.0,2.0,21.0,9.0,1.0,4.0,19.0,8.0,16.0,14.0,63.0,46.0,15.0,12.0,37.0,20.0,1.0,0.0,2.0,4.0,0.0,1.0,1.0,1.0,2.0,1.0,5.0,4.0,0.0,1.0,4.0,1.0
10446,9,123342126,123342513,0.014,14.0,7.0,23.0,28.0,7.0,11.0,16.0,20.0,22.0,16.0,35.0,41.0,29.0,20.0,41.0,56.0,1.0,0.0,1.0,4.0,5.0,13.0,3.0,3.0,6.0,2.0,4.0,7.0,6.0,8.0,14.0,19.0
10447,9,123555399,123555899,0.017,15.0,4.0,35.0,19.0,8.0,9.0,22.0,28.0,27.0,22.0,64.0,68.0,23.0,32.0,61.0,62.0,10.0,0.0,2.0,1.0,2.0,1.0,12.0,8.0,8.0,17.0,13.0,14.0,9.0,10.0,25.0,8.0
10448,9,123605043,123605585,0.018,20.0,9.0,43.0,17.0,14.0,17.0,29.0,35.0,24.0,23.0,55.0,75.0,31.0,46.0,51.0,52.0,3.0,2.0,7.0,4.0,2.0,9.0,6.0,11.0,10.0,3.0,12.0,16.0,26.0,30.0,23.0,18.0
10449,9,123631106,123631672,0.168,7.0,7.0,31.0,27.0,6.0,13.0,25.0,36.0,23.0,17.0,56.0,66.0,36.0,43.0,51.0,121.0,1.0,2.0,5.0,1.0,0.0,1.0,7.0,3.0,11.0,2.0,13.0,12.0,5.0,12.0,15.0,21.0
10450,9,123656750,123656972,0.914,6.0,3.0,15.0,4.0,2.0,8.0,9.0,8.0,11.0,5.0,28.0,38.0,9.0,11.0,31.0,33.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,6.0,0.0,0.0,6.0,3.0
10451,9,123690771,123691675,0.012,15.0,14.0,56.0,28.0,7.0,16.0,53.0,56.0,42.0,38.0,127.0,119.0,49.0,64.0,91.0,128.0,3.0,1.0,13.0,16.0,4.0,4.0,11.0,19.0,13.0,5.0,21.0,32.0,22.0,26.0,37.0,25.0
10452,9,123836702,123837585,0.011,40.0,18.0,64.0,37.0,9.0,22.0,51.0,43.0,65.0,33.0,127.0,105.0,45.0,52.0,89.0,82.0,22.0,4.0,8.0,7.0,3.0,1.0,14.0,10.0,11.0,10.0,19.0,24.0,13.0,10.0,37.0,16.0
10453,9,124061805,124062229,0.052,3.0,8.0,18.0,10.0,5.0,6.0,33.0,24.0,16.0,22.0,52.0,67.0,15.0,32.0,55.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,5.0,3.0,7.0,2.0,3.0,8.0,11.0
10454,9,124261806,124262587,0.059,17.0,9.0,59.0,22.0,6.0,16.0,61.0,36.0,54.0,41.0,104.0,104.0,30.0,53.0,80.0,88.0,3.0,1.0,7.0,0.0,5.0,3.0,18.0,6.0,14.0,11.0,21.0,20.0,9.0,8.0,26.0,15.0
10455,9,124312813,124313187,-1.0,3.0,7.0,21.0,18.0,2.0,9.0,25.0,27.0,16.0,21.0,40.0,41.0,28.0,26.0,33.0,56.0,0.0,0.0,5.0,7.0,1.0,3.0,3.0,4.0,0.0,2.0,11.0,9.0,13.0,5.0,11.0,28.0
10456,9,124413512,124414193,0.121,11.0,7.0,48.0,24.0,7.0,13.0,31.0,30.0,42.0,28.0,113.0,88.0,30.0,33.0,80.0,95.0,3.0,0.0,2.0,4.0,0.0,2.0,5.0,7.0,6.0,2.0,13.0,23.0,10.0,10.0,20.0,20.0
10457,9,124460967,124461361,-1.0,7.0,4.0,24.0,12.0,3.0,3.0,13.0,27.0,16.0,18.0,72.0,51.0,21.0,21.0,49.0,52.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,3.0,1.0,1.0,6.0,0.0
10458,9,124461797,124462190,0.905,11.0,6.0,27.0,14.0,6.0,11.0,19.0,13.0,28.0,16.0,70.0,42.0,13.0,16.0,41.0,59.0,3.0,0.0,4.0,4.0,0.0,5.0,4.0,6.0,13.0,3.0,18.0,17.0,2.0,5.0,21.0,10.0
10459,9,124498513,124498962,-1.0,15.0,3.0,31.0,12.0,5.0,7.0,33.0,10.0,27.0,19.0,95.0,63.0,14.0,26.0,46.0,42.0,1.0,0.0,1.0,16.0,1.0,8.0,2.0,1.0,2.0,4.0,13.0,19.0,1.0,8.0,10.0,6.0
10460,9,124522246,124522546,0.983,15.0,6.0,20.0,21.0,5.0,8.0,24.0,12.0,21.0,16.0,30.0,29.0,21.0,19.0,23.0,29.0,4.0,0.0,5.0,8.0,2.0,2.0,4.0,2.0,4.0,5.0,6.0,6.0,8.0,15.0,14.0,9.0
10461,9,124534979,124535612,0.886,16.0,8.0,47.0,38.0,2.0,8.0,43.0,26.0,36.0,19.0,73.0,82.0,55.0,44.0,48.0,87.0,4.0,0.0,8.0,6.0,0.0,9.0,3.0,2.0,9.0,5.0,8.0,33.0,30.0,7.0,27.0,10.0
10462,9,124854824,124855819,0.036,12.0,13.0,58.0,39.0,1.0,25.0,62.0,57.0,51.0,37.0,112.0,141.0,58.0,70.0,110.0,148.0,1.0,5.0,6.0,10.0,1.0,5.0,6.0,24.0,4.0,5.0,18.0,32.0,7.0,21.0,51.0,51.0
10463,9,124888949,124889382,0.109,20.0,19.0,23.0,13.0,8.0,24.0,24.0,20.0,21.0,14.0,59.0,58.0,26.0,19.0,47.0,37.0,3.0,1.0,6.0,0.0,1.0,4.0,2.0,9.0,3.0,5.0,14.0,10.0,9.0,6.0,21.0,36.0
10464,9,124921950,124922170,0.059,7.0,6.0,12.0,13.0,2.0,9.0,10.0,12.0,13.0,6.0,14.0,29.0,16.0,12.0,27.0,31.0,1.0,2.0,3.0,0.0,0.0,6.0,8.0,2.0,9.0,1.0,3.0,13.0,4.0,5.0,7.0,5.0
10465,9,124975753,124976692,0.372,17.0,11.0,53.0,47.0,9.0,25.0,53.0,48.0,48.0,42.0,101.0,121.0,54.0,57.0,106.0,146.0,1.0,4.0,6.0,9.0,6.0,7.0,9.0,13.0,9.0,3.0,24.0,15.0,26.0,8.0,45.0,37.0
10466,9,124979329,124979599,0.454,5.0,5.0,23.0,13.0,4.0,8.0,16.0,21.0,16.0,19.0,30.0,28.0,21.0,17.0,25.0,18.0,0.0,4.0,3.0,3.0,0.0,6.0,9.0,5.0,2.0,4.0,4.0,4.0,13.0,12.0,17.0,4.0
10467,9,125109007,125109644,0.15,18.0,12.0,31.0,22.0,7.0,15.0,38.0,31.0,29.0,31.0,77.0,92.0,29.0,33.0,84.0,87.0,3.0,0.0,2.0,6.0,1.0,7.0,3.0,3.0,8.0,1.0,9.0,29.0,14.0,9.0,26.0,29.0
10468,9,125590415,125590924,0.042,26.0,4.0,58.0,19.0,7.0,16.0,22.0,15.0,53.0,15.0,84.0,53.0,21.0,25.0,42.0,48.0,2.0,0.0,10.0,5.0,2.0,1.0,3.0,2.0,9.0,1.0,10.0,11.0,5.0,4.0,11.0,17.0
10469,9,125667114,125667804,0.059,22.0,11.0,52.0,32.0,11.0,14.0,17.0,52.0,46.0,24.0,85.0,68.0,38.0,45.0,70.0,102.0,15.0,2.0,5.0,3.0,1.0,3.0,6.0,20.0,8.0,5.0,26.0,15.0,7.0,12.0,41.0,30.0
10470,9,125693676,125694113,0.019,17.0,4.0,31.0,24.0,9.0,8.0,15.0,28.0,25.0,15.0,65.0,43.0,25.0,33.0,38.0,56.0,4.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,5.0,4.0,6.0,8.0,28.0,15.0
10471,9,125703098,125703597,0.072,12.0,8.0,42.0,15.0,8.0,12.0,20.0,31.0,36.0,21.0,103.0,50.0,21.0,30.0,46.0,43.0,1.0,1.0,4.0,2.0,1.0,2.0,0.0,2.0,13.0,6.0,9.0,10.0,3.0,4.0,14.0,5.0
10472,9,126030891,126031347,0.086,13.0,3.0,25.0,19.0,8.0,9.0,25.0,13.0,20.0,11.0,37.0,83.0,19.0,32.0,65.0,73.0,2.0,0.0,2.0,1.0,7.0,1.0,5.0,1.0,1.0,1.0,9.0,30.0,5.0,15.0,36.0,16.0
10473,9,126101777,126102038,0.393,7.0,10.0,17.0,15.0,6.0,10.0,12.0,22.0,17.0,8.0,21.0,22.0,19.0,22.0,19.0,33.0,2.0,1.0,3.0,1.0,0.0,1.0,2.0,2.0,5.0,1.0,3.0,2.0,2.0,4.0,8.0,10.0
10474,9,126128196,126128757,0.871,3.0,3.0,35.0,21.0,3.0,5.0,53.0,18.0,27.0,37.0,92.0,89.0,29.0,34.0,66.0,45.0,0.0,0.0,3.0,0.0,1.0,0.0,18.0,1.0,14.0,6.0,8.0,17.0,2.0,13.0,23.0,7.0
10475,9,126129330,126129602,0.94,2.0,8.0,17.0,7.0,5.0,7.0,29.0,13.0,15.0,17.0,22.0,36.0,12.0,22.0,23.0,36.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,3.0
10476,9,126132998,126133253,0.684,2.0,6.0,12.0,10.0,1.0,7.0,30.0,18.0,17.0,17.0,24.0,26.0,10.0,26.0,19.0,29.0,1.0,4.0,0.0,2.0,1.0,3.0,5.0,1.0,6.0,8.0,9.0,5.0,2.0,7.0,16.0,12.0
10477,9,126135407,126136193,0.641,6.0,8.0,17.0,26.0,1.0,16.0,79.0,29.0,24.0,38.0,93.0,142.0,26.0,63.0,109.0,108.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,8.0,14.0,1.0,8.0,52.0,13.0
10478,9,126154226,126154562,0.951,10.0,18.0,17.0,17.0,7.0,26.0,24.0,28.0,19.0,23.0,19.0,26.0,26.0,18.0,28.0,29.0,3.0,2.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,9.0,4.0,4.0,2.0,13.0,13.0
10479,9,126762468,126762683,0.042,4.0,0.0,13.0,11.0,1.0,2.0,9.0,3.0,13.0,4.0,44.0,32.0,10.0,9.0,28.0,31.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,4.0,1.0,1.0,6.0,3.0,1.0,2.0,9.0,15.0
